Id,InstructorId,SubjectId,Title,Language,ThumbnailUrl,Price,Rating,Duration,TotalEnrolled,DeductionAmount,LastUpdatedDate,UploadDate,Level,DeductionType,LearningObjectives,LecturesLinks,EnrolledStudentsIds,PictureUrl,Reviews
1,1,4,Database Management with SQL,English,https://dummyimage.com/263x500,95,2.1,70,627,3,2024-03-13,2024-01-25,Beginner,Fixed,"By the end of the course, students will be able to:
1. Understand the fundamentals of relational databases.
2. Design and implement a database schema using SQL.
3. Write complex SQL queries to retrieve and manipulate data.
4. Optimize database performance through indexing and normalization.
5. Apply security principles to protect database integrity.
6. Troubleshoot common database management issues.",http://www.snyder.net/,"[36771, 99897, 60943, 23836, 65009, 16078, 58588, 81772, 49590, 86675, 65655, 78076, 2485, 64367, 93748, 89268, 22157, 15531, 81393, 29278, 29232, 39276, 3142, 35047, 63972, 7014, 33589, 82382, 66094, 15629, 59294, 24990, 54013]",https://dummyimage.com/131x178,"[{'Rating': 1.6, 'Comment': 'Great per may past. Evidence education dark identify.'}, {'Rating': 3.9, 'Comment': 'Attention walk say ago executive back. Blood leader skin international song rather. Admit walk next.'}]"
1,8,4,Python GUI Development with Tkinter,Arabic,https://dummyimage.com/593x309,391,2.6,32,172,3,2024-02-28,2024-01-31,Beginner,Percentage,"By the end of this course, students will be able to:
- Understand the basics of GUI development using Tkinter in Python
- Create interactive user interfaces with buttons, labels, and entry fields
- Utilize Tkinter widgets to design layouts and handle user input
- Implement event handling to create dynamic and responsive GUIs
- Develop applications that include menus, dialogs, and other advanced features using Tkinter.",https://www.bonilla.com/,"[38167, 5070, 11907, 54009, 49607, 71915, 69231, 68386, 95132, 78512, 10222, 21918, 28883, 78866, 86157, 72192, 24175, 93676, 15324, 61132, 21029, 5013, 23189, 7125, 7224, 54507, 68546]",https://placekitten.com/296/859,"[{'Rating': 2.1, 'Comment': 'Friend level moment out hold. Always follow know save.'}, {'Rating': 4.7, 'Comment': 'Purpose may run seat peace effect begin. Media yeah even talk deep stuff. Career try government.'}]"
1,1,4,Introduction to Rust Programming,English,https://picsum.photos/1001/522,403,2.1,39,652,10,2024-03-13,2024-04-03,Advanced,Fixed,"By the end of this course, students will be able to:
- Understand the basic concepts of Rust programming language
- Write and execute basic Rust programs
- Utilize Rust's ownership system effectively
- Implement and work with data structures and algorithms in Rust
- Develop a deeper understanding of Rust's memory management and error handling features
- Collaborate with peers to solve coding challenges and complete projects using Rust.",http://richard.info/,"[3677, 67508, 7548, 21148, 1655, 47856, 34295, 99360, 89150, 3719, 12523]",https://picsum.photos/1012/261,"[{'Rating': 1.1, 'Comment': 'My increase friend institution these military. Listen collection since sing full crime.'}, {'Rating': 4.2, 'Comment': 'The onto institution field full even. Under charge lawyer my become everything example. Into success hard meeting direction. Professor reveal usually green good catch.'}, {'Rating': 4.2, 'Comment': 'Your camera answer class what the future political. Onto nation suffer a. Operation American together human benefit including early.'}, {'Rating': 3.3, 'Comment': 'Reach hundred nice art land movement finish. Laugh stand hand little.'}, {'Rating': 1.6, 'Comment': 'Visit environmental work partner one win especially adult. Push produce Mr product forward one a. Certain morning finish whom like total case.'}, {'Rating': 1.6, 'Comment': 'Significant policy myself administration. Out plan quality side. Yes bill sound great.'}, {'Rating': 3.6, 'Comment': 'Public type animal business white certain while. Take out including yet.'}]"
1,1,4,Scala Programming Basics,English,https://picsum.photos/310/410,601,5.0,19,138,7,2024-01-31,2024-01-02,Beginner,Fixed,"By the end of this course, students will be able to:
- Understand the fundamentals of Scala programming language
- Define and use variables, data types, and operators in Scala
- Write and execute basic Scala programs
- Utilize functions, control structures, and collections in Scala programming
- Implement object-oriented programming concepts in Scala
- Create and manipulate classes and objects in Scala programming.",https://smith.com/,"[5384, 23104, 39, 1771, 96713, 27777, 5217, 56317, 1777, 22356, 29349, 51749, 82470, 3487, 12425, 87932, 8144, 8787, 12224, 28998, 43113, 32411, 30678, 37823, 69704, 98615, 21393, 18483, 14422, 77831, 61943, 46492, 89938, 67570, 85098, 14902, 19956, 13217, 8095, 43419, 21404, 22880, 661, 9965]",https://placekitten.com/65/354,"[{'Rating': 4.6, 'Comment': 'Top red day civil goal technology. Where color might government establish crime country avoid.'}, {'Rating': 1.5, 'Comment': 'Eat mouth act sell. Find just visit letter.'}, {'Rating': 3.6, 'Comment': 'Chair service challenge nature. Environmental run charge organization five choose recognize. Lead street couple than fact maybe agree.'}, {'Rating': 4.1, 'Comment': 'Play ever at fill hear remain. Plant international writer event indicate scientist measure marriage. Kitchen begin throw never fire style make type.'}, {'Rating': 1.7, 'Comment': 'Information record grow feel nor from. Especially weight wonder none particularly.'}, {'Rating': 4.5, 'Comment': 'Themselves series miss degree beat each. Position economic recent building. Water summer shoulder much.'}, {'Rating': 3.5, 'Comment': 'Citizen rather agree of beautiful. Ability rest card send technology science increase. Organization democratic hit through dark reflect half listen.'}]"
1,1,4,JavaScript Algorithms and Data Structures,English,https://picsum.photos/478/480,196,2.4,86,609,5,2024-04-01,2024-01-26,Advanced,Percentage,"Students will be able to articulate and implement various algorithms and data structures using JavaScript. They will demonstrate proficiency in problem-solving skills through the application of these concepts to real-world scenarios. Students will also be able to analyze and optimize algorithms for efficiency and understand the importance of data structures in enhancing the performance of algorithms. Additionally, they will develop a strong foundation in computer science principles and be able to communicate their solutions effectively.",https://russell-walker.com/,"[13990, 46758, 44252, 69742, 1876, 62070, 89588, 83169, 44754, 72781, 90323, 610, 78503, 61276, 59807]",https://dummyimage.com/136x515,"[{'Rating': 1.2, 'Comment': 'Develop career whose language meet various likely wonder. Bank people enter position. Than by significant personal citizen these.'}, {'Rating': 3.4, 'Comment': 'Tax history call suddenly culture state also. Perhaps loss environmental nature fly use.'}, {'Rating': 2.1, 'Comment': 'Heart attack either stock of air single. Serious natural five experience town together paper.'}, {'Rating': 3.5, 'Comment': 'Moment interesting far. Father population message say factor prevent. Surface mouth more prepare ball.'}, {'Rating': 4.8, 'Comment': 'Wait accept economy record suggest break attack.'}, {'Rating': 3.7, 'Comment': 'Garden social start peace. Rich site white first then fast.'}, {'Rating': 2.1, 'Comment': 'Be home the someone. Or source anyone yes perform agree. Happen suggest daughter.'}]"
1,2,4,Go Programming Language Basics,English,https://placekitten.com/157/696,755,4.7,43,137,4,2024-04-23,2024-04-09,Beginner,Fixed,"By the end of the course, students will be able to:
- Understand the basic syntax and features of the Go programming language
- Create and manipulate variables, data types, and data structures in Go
- Write and execute basic programs in Go
- Utilize control structures such as loops and conditionals in Go programming
- Implement functions and methods in Go to organize code and perform tasks
- Utilize built-in packages and libraries to extend the functionality of Go programs.",http://www.steele.com/,"[99662, 67979, 23702, 87785, 89565, 35740, 93344, 28970, 18753, 80538, 28002, 7327, 4119, 60182, 49825, 69042, 93018, 68795, 39676, 96111, 62111, 87617, 88321, 47596, 54852, 21422, 61820, 62464, 28597, 94044, 37383, 91043, 44338, 93619, 72627, 64739, 6586, 33499, 22106, 64420, 59054, 51367, 24885, 92593, 27200, 17554, 72599, 67987]",https://dummyimage.com/6x974,"[{'Rating': 2.1, 'Comment': 'Ask increase catch section want appear population say. Themselves success pass laugh foot.'}, {'Rating': 2.0, 'Comment': 'Cup realize movie dream. It term professor raise my.'}, {'Rating': 1.5, 'Comment': 'Represent prepare factor. Model one provide drop.'}, {'Rating': 4.5, 'Comment': 'Us here foot computer at. Suffer approach speech eight. Born that hit station sit.'}, {'Rating': 4.0, 'Comment': 'Nation box house section threat senior. Until final wonder benefit must glass old. Through professional wide.'}]"
1,2,4,Ruby Programming Fundamentals,English,https://dummyimage.com/734x540,239,1.7,37,319,2,2024-02-19,2024-03-26,Beginner,Fixed,"Students will be able to:
- Understand the basic syntax and structure of the Ruby programming language.
- Develop proficiency in writing and executing Ruby code for various applications.
- Utilize key programming concepts such as variables, loops, conditionals, and functions in Ruby.
- Implement object-oriented programming principles in Ruby to create well-organized code.
- Apply best practices for debugging and testing Ruby code to ensure functionality and efficiency.",http://walton.com/,"[67545, 6847, 69889, 4724, 17293, 62784]",https://placekitten.com/937/222,"[{'Rating': 2.4, 'Comment': 'Investment computer grow item happen what. Change color southern not wall interview.'}, {'Rating': 2.7, 'Comment': 'Mrs certainly back different simply draw large. Return top green film.'}, {'Rating': 3.8, 'Comment': 'Firm while until seem. Under itself thus reduce ten born analysis. New stage candidate him left economy each move.'}, {'Rating': 3.7, 'Comment': 'Investment reach base word about experience.'}, {'Rating': 4.5, 'Comment': 'Hard guess individual use second gas last.'}, {'Rating': 1.4, 'Comment': 'Leg own great mean wall front. Red dinner nature almost.'}]"
1,1,4,Shell Scripting Basics,English,https://picsum.photos/579/897,930,1.8,99,699,6,2024-04-09,2024-01-08,Beginner,Percentage,"By the end of this course, students will be able to:
1. Understand the fundamentals of shell scripting
2. Write simple shell scripts to automate tasks
3. Utilize variables, loops, conditional statements, and functions in shell scripts
4. Use command line arguments and input/output redirection in scripts
5. Debug and troubleshoot shell scripts for errors.",http://www.smith-schmidt.com/,[57624],https://placekitten.com/217/140,"[{'Rating': 3.3, 'Comment': 'Get provide two newspaper machine reveal.'}, {'Rating': 3.3, 'Comment': 'Treat represent along five wife. Future few American table.'}, {'Rating': 1.8, 'Comment': 'Always with medical whether chance page shake. Throughout beyond serious modern put.'}, {'Rating': 2.2, 'Comment': 'Paper break discussion class important sell. Understand debate last if treat PM reason bit. Try between manage leader woman accept receive.'}, {'Rating': 4.1, 'Comment': 'Beat must thing. Hair name place establish raise ahead. Vote human community information a himself degree. Term themselves win teacher blue.'}, {'Rating': 1.3, 'Comment': 'Skin economic financial language right wife. Whose able wind left.'}, {'Rating': 2.0, 'Comment': 'Wrong most executive.'}, {'Rating': 4.0, 'Comment': 'Situation growth exactly fear there individual mouth. Whole red smile easy. List across than.'}, {'Rating': 4.3, 'Comment': 'Determine million foot consider economy treat. Approach keep hope until land professor. Spring one report brother.'}]"
1,5,5,Introduction to Computer Science,English,https://picsum.photos/161/337,55,4.2,73,4,6,2024-03-14,2024-01-15,Advanced,Fixed,"By the end of this course, students will be able to: explain key concepts in computer science, including algorithms, data structures, and programming languages; utilize problem-solving skills to write and debug basic computer programs; analyze and design simple software applications using fundamental programming techniques; demonstrate an understanding of ethical and social implications related to computer science; and communicate effectively with technical and non-technical audiences about computer science topics.",https://kelley.org/,"[67030, 25258, 18373, 30672, 60272, 68193, 72581, 69112, 81571, 24798, 37578, 41668, 25704, 2829, 54658, 60804, 27747, 16367, 99460, 29678, 44567, 14382, 96008, 6905, 33737]",https://picsum.photos/332/578,"[{'Rating': 1.8, 'Comment': 'Finish local focus four alone laugh. Onto cell treatment federal.'}, {'Rating': 2.1, 'Comment': 'Military instead leave believe. Sport half world every.'}, {'Rating': 4.5, 'Comment': 'Indicate blood than once their manage artist candidate. Eye prove someone democratic might. Of require station worker.'}, {'Rating': 1.8, 'Comment': 'Effort gas either. Building discuss economy last any attention want. Around deep animal.'}, {'Rating': 1.8, 'Comment': 'Most city drug person modern investment price get. Dog evening rich laugh like.'}, {'Rating': 3.9, 'Comment': 'Four community me finish century goal. Type its perhaps.'}, {'Rating': 2.8, 'Comment': 'Six recent information conference medical high respond participant. Simply image article clear admit. Dream base consumer employee in kitchen.'}, {'Rating': 4.6, 'Comment': 'Week movement determine person occur.'}, {'Rating': 1.0, 'Comment': 'Sit much research maintain tend. Second hotel listen usually or available she. Evening pay onto wide investment.'}]"
1,5,5,Algorithms and Data Structures,English,https://picsum.photos/809/625,63,4.8,72,651,7,2024-02-20,2024-02-27,Advanced,Percentage,"By the end of this course, students will be able to:
1. Understand fundamental algorithms and data structures.
2. Analyze and implement various algorithms for solving computational problems.
3. Design and implement data structures to efficiently store and manipulate data.
4. Apply algorithmic techniques to optimize code for time and space complexity.
5. Evaluate and compare different algorithms and data structures for specific use cases.",http://www.vasquez.com/,"[94740, 89731, 97730, 19688, 81325, 71196, 77503, 46553, 88736, 45064, 69210, 58462, 33238, 9305, 48056, 86763, 82240, 80515, 81304, 125, 44551, 60505, 69726, 59038, 58049, 76978, 32713, 18844, 77164, 14217, 51592, 52844, 43704, 78685, 69222, 81482, 1846, 22696, 41541, 93215, 52881, 71073, 94317]",https://dummyimage.com/689x313,"[{'Rating': 1.2, 'Comment': 'Girl science every recently.'}, {'Rating': 2.6, 'Comment': 'Claim tonight film discuss line sense dog. Trial stage another attention school. Hotel goal operation your ground because.'}, {'Rating': 2.3, 'Comment': 'New evidence find. Myself carry foreign pick onto.'}, {'Rating': 1.9, 'Comment': 'Local Democrat language hope glass prove card. Top director generation space prove.'}]"
1,1,5,Computer Networks Basics,English,https://dummyimage.com/122x857,862,4.8,75,624,3,2024-02-29,2024-02-04,Intermediate,Fixed,"- Understand the fundamental concepts of computer networking including protocols, topologies, and architecture. 
- Demonstrate knowledge of the OSI model and TCP/IP suite.
- Explain the principles of network communication and data transmission.
- Identify common networking devices and their functions.
- Implement basic network configurations and troubleshoot common networking issues.",https://www.hubbard.net/,"[61428, 15215, 80530, 41353, 1981, 25259, 40520, 64660, 73836, 20829, 495]",https://placekitten.com/205/325,"[{'Rating': 1.8, 'Comment': 'Whole hear bring. Baby appear picture.'}]"
1,1,5,Operating Systems Principles,English,https://picsum.photos/229/254,781,3.9,72,897,8,2024-01-22,2024-01-12,Intermediate,Fixed,"Upon completion of the course Operating Systems Principles, students will be able to:
- Understand the fundamental concepts of operating systems, including processes, memory management, file systems, and networking.
- Analyze and evaluate different operating system design and implementation techniques.
- Apply operating system principles to solve real-world problems and design efficient systems.
- Demonstrate proficiency in using operating system tools and commands to manage and optimize system performance.
- Critically assess the security implications and challenges of various operating system configurations.",http://www.jones.com/,"[85025, 38723, 39141, 85744, 21391, 7722, 28260, 62240, 2201, 18417, 58454, 99133, 11691, 8836, 59943, 92352, 51663, 24837, 14705, 74914, 77291, 87586, 74734, 14935, 66961, 49304, 8372, 1385, 97593, 50743, 19075, 93074, 78434, 6312, 57678, 48453, 29512, 95632]",https://placekitten.com/553/34,"[{'Rating': 4.4, 'Comment': 'Deal exactly huge customer. About nature investment blood guy prepare admit.'}, {'Rating': 3.4, 'Comment': 'Life special their control coach shake. Rich institution on he notice exactly.'}, {'Rating': 2.0, 'Comment': 'Support approach later future suffer admit way heart. Worker affect degree my woman sign. Simply rather send drug might section.'}, {'Rating': 2.7, 'Comment': 'For so entire look green simple mother. Fill policy international toward possible factor administration.'}, {'Rating': 3.6, 'Comment': 'Memory cold discussion read table what. Capital now treat majority use recognize alone. Central rule take next science full friend.'}, {'Rating': 4.3, 'Comment': 'True establish red worker several together financial. Member oil detail fact mother effort. Property loss room film decision three.'}, {'Rating': 4.5, 'Comment': 'Read officer whole strong stage. Relationship party way bank enter.'}]"
1,4,5,Software Engineering Fundamentals,English,https://picsum.photos/932/975,838,4.3,8,621,5,2024-01-25,2024-03-04,Beginner,Percentage,"1. Understand the basic principles and practices of software engineering.
2. Learn to analyze requirements and design software solutions.
3. Develop the ability to write clean, maintainable, and efficient code.
4. Gain experience in testing, debugging, and maintaining software systems.
5. Explore different software development methodologies and their applications.
6. Learn to collaborate effectively with team members on software projects.",http://juarez-stanley.com/,"[19490, 41922, 79368, 94015, 21827, 11698, 44210, 2779, 74800, 91431, 76484, 98552, 97228, 97106, 63862, 82143, 41782, 23371, 51614, 75056, 7450, 5269, 33129, 47000, 36480, 1482, 14349, 88930, 54864, 87152, 72897, 72334, 13572, 83847, 73414, 66327, 8522, 6364, 27609, 76687, 71618, 73813]",https://placekitten.com/720/425,"[{'Rating': 3.4, 'Comment': 'Often site customer home. Close race his adult three coach military.'}]"
1,1,5,Database Systems Concepts,English,https://dummyimage.com/882x77,575,1.6,71,586,1,2024-02-27,2024-01-19,Beginner,Percentage,"Students will be able to:
1. Understand the fundamental concepts of database systems.
2. Identify the different types of database systems and their applications.
3. Design and implement database systems using appropriate tools and techniques.
4. Demonstrate proficiency in querying databases using SQL.
5. Analyze and optimize database performance.
6. Apply data modeling techniques to represent real-world scenarios in a database system.",https://willis.com/,"[50811, 61250, 67859, 80523, 92311, 43326, 67739, 61485, 81925, 45072, 17241, 39137, 85510, 9414, 19498, 86694, 62813, 28795, 52845, 53852, 14842, 62662, 88446, 57068, 28060, 92560, 2965, 82838, 91643, 87863, 4871, 31732, 60896, 27360, 38016, 69204, 98464, 73665, 23171, 69201, 57798, 57083, 1373, 37720, 24560, 56623]",https://placekitten.com/371/706,"[{'Rating': 1.2, 'Comment': 'Part thousand town our war alone.'}, {'Rating': 4.0, 'Comment': 'So whole guess just organization. Analysis sort democratic before even deep. Show live food soldier.'}, {'Rating': 4.9, 'Comment': 'Boy subject rise expect. Sister record station whether. Hope someone suggest think worker campaign miss specific.'}, {'Rating': 3.9, 'Comment': 'We along play writer west tell executive. Open magazine task probably require. Music believe material decide wind piece leg.'}]"
1,5,5,Computer Graphics FundamentalsCybersecurity Essentials,English,https://picsum.photos/965/510,688,2.8,20,315,3,2024-04-19,2024-01-23,Intermediate,Percentage,"- Understand the core concepts and principles of computer graphics
- Demonstrate proficiency in using graphic software and tools to create visual designs
- Apply knowledge of color theory, typography, and layout principles to create visually appealing graphics
- Explore different rendering techniques and understand how to optimize graphic performance
- Identify common cybersecurity threats and vulnerabilities
- Implement best practices for securing networks, systems, and data
- Develop skills in investigating and responding to cybersecurity incidents
- Understand the legal and ethical implications of cybersecurity practices",https://www.joyce.com/,"[98085, 30896]",https://placekitten.com/878/85,"[{'Rating': 1.4, 'Comment': 'Opportunity nation nearly month purpose investment. Remember them remain traditional.'}, {'Rating': 2.7, 'Comment': 'Scientist physical change money treat fact control read. Attention represent station value. Grow society must art.'}]"
1,4,5,Parallel and Distributed Computing,English,https://placekitten.com/991/365,868,2.4,99,329,6,2024-02-24,2024-04-19,Beginner,Fixed,"- Understand the principles of parallel and distributed computing
- Be able to analyze, design, and implement parallel algorithms
- Gain knowledge about different parallel architectures and programming models
- Learn about distributed computing technologies and paradigms
- Develop skills in performance evaluation and optimization of parallel and distributed systems
- Apply parallel and distributed computing concepts to solve real-world problems.",http://flores.com/,"[58916, 57318, 58229, 73581, 79696, 18227, 12823, 84509, 96466, 53642, 70179, 32438, 97359, 38703, 84173, 19113, 98517, 9333, 40010, 90000, 62839, 59866, 42353, 29411, 66214, 73737]",https://picsum.photos/703/253,"[{'Rating': 3.5, 'Comment': 'Tend win billion. Play since compare when middle. Short entire director condition performance.'}, {'Rating': 3.8, 'Comment': 'Strategy arm significant their cut stock. Could join treatment suggest.'}, {'Rating': 4.3, 'Comment': 'Respond crime you consider on take happen. Culture wall audience else important special behavior low.'}]"
1,4,5,Computer Architecture Principles,English,https://placekitten.com/587/757,832,4.4,17,616,3,2024-01-10,2024-04-28,Intermediate,Percentage,"- Understand the fundamentals of computer architecture, including how data is processed and stored within a computer system.
- Analyze and evaluate different types of computer architectures, such as von Neumann and Harvard architectures.
- Develop a deeper understanding of the internal components of a computer, including the CPU, memory, and storage devices.
- Explore concepts such as pipelining, caching, and virtual memory, and understand their impact on system performance.
- Apply knowledge of computer architecture principles to design and optimize computer systems for specific tasks or applications.",http://schneider.com/,[90448],https://picsum.photos/875/528,"[{'Rating': 2.9, 'Comment': 'Give cover reach. Here phone language leave have.'}, {'Rating': 2.5, 'Comment': 'Moment miss real what finally according.'}, {'Rating': 4.4, 'Comment': 'According part financial begin.'}, {'Rating': 3.2, 'Comment': 'Firm listen strategy fill including. Parent hotel various imagine guess and music.'}, {'Rating': 2.5, 'Comment': 'Effort career lawyer learn eight. Create together along throughout writer arrive. Culture laugh draw will write wide news. Sense amount detail reveal.'}, {'Rating': 3.2, 'Comment': 'Could late store small company agreement big hotel. Series later hospital service fire else.'}, {'Rating': 3.0, 'Comment': 'Dog safe impact himself million forget. Hear read seat tend lead Democrat with gun.'}, {'Rating': 1.3, 'Comment': 'Stock know point local glass such. Population race generation TV gun member. Here school late property.'}, {'Rating': 4.5, 'Comment': 'Never through collection attorney should. Decade much recognize church. Floor break its effect nor research on dinner.'}]"
1,5,5,Compilers and Interpreters,English,https://placekitten.com/688/696,267,1.6,56,552,9,2024-01-15,2024-04-07,Beginner,Percentage,"By the end of this course, students will be able to:
1. Understand the principles of lexical analysis, parsing, and code generation in the context of compilers and interpreters.
2. Design and implement simple compilers and interpreters for programming languages.
3. Evaluate different optimization techniques and apply them to enhance the performance of compilers and interpreters.
4. Analyze the trade-offs involved in choosing between interpreting and compiling programming languages.
5. Explore various language processing tools and techniques to improve the efficiency and effectiveness of compilers and interpreters.",http://gonzalez.com/,"[36598, 6559, 18431, 84529, 85925, 98136, 58608, 5525, 27127, 9700, 26345, 64556, 62292, 39892, 79958, 54346, 31574, 43949, 83554, 4854, 74667, 91345, 56569, 92871, 92365, 34808, 34592, 5748, 2236, 57178, 72652, 25984, 10721, 25789, 35931, 6615, 62893]",https://dummyimage.com/707x427,"[{'Rating': 2.2, 'Comment': 'Show future guy assume first.'}, {'Rating': 4.0, 'Comment': 'Stay officer nearly air police. Serve he white I reason. Too lose at a.'}, {'Rating': 2.5, 'Comment': 'Manage day that far fine lot according. Wish sit mention alone trip.'}, {'Rating': 1.2, 'Comment': 'Child cost floor run.'}, {'Rating': 4.6, 'Comment': 'Growth worry thus next. Mission specific mind parent. Never magazine he provide north apply security.'}, {'Rating': 4.5, 'Comment': 'Film wide option knowledge collection everyone. Hand perhaps anyone there hand baby blood responsibility. Soldier sort record military event night.'}, {'Rating': 1.6, 'Comment': 'Election often we coach building against crime. Military east cut.'}, {'Rating': 2.0, 'Comment': 'History memory girl race act media officer. Drive popular resource source.'}, {'Rating': 3.9, 'Comment': 'Child still pay you pay.'}]"
1,4,5,Theory of Computation,English,https://picsum.photos/154/479,516,3.9,1,669,2,2024-01-28,2024-01-26,Intermediate,Fixed,"Students will be able to:
- Understand the fundamentals of automata theory, formal languages, and computational complexity.
- Apply different models of computation such as finite automata, pushdown automata, and Turing machines to solve computational problems.
- Analyze the complexity of algorithms and determine their efficiency using Big O notation.
- Recognize the importance of decidability, undecidability, and computational complexity in the field of theoretical computer science.
- Develop problem-solving skills by applying theoretical concepts to real-world computational problems.",http://www.browning.org/,"[9253, 28946, 65582, 64740, 96468, 93303]",https://picsum.photos/455/198,"[{'Rating': 2.1, 'Comment': 'Answer those huge traditional head plant lay late. When cover government.'}, {'Rating': 2.9, 'Comment': 'Create prove throughout. All record good floor history.'}, {'Rating': 4.6, 'Comment': 'History will after occur whatever range effect. Support bag figure method near. Worker heavy term.'}, {'Rating': 2.5, 'Comment': 'Store reality blood story try. Usually difference however. Impact she some story maybe.'}, {'Rating': 4.5, 'Comment': 'Ever reflect science race. As process may gas and resource these. Leave simply fly listen.'}, {'Rating': 3.2, 'Comment': 'Have owner national provide possible nation series reveal. Book become baby agreement determine else begin.'}]"
1,5,5,Cloud Computing Fundamentals,English,https://picsum.photos/790/917,570,1.5,77,126,10,2024-01-13,2024-03-02,Intermediate,Fixed,"1. Understand the basic concepts of cloud computing, including virtualization, elasticity, and resiliency.
2. Identify different types of cloud services, such as Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS).
3. Explore the benefits and challenges of using cloud computing for businesses and organizations.
4. Learn about common cloud computing providers and their services, such as Amazon Web Services (AWS), Microsoft Azure, and Google Cloud Platform.
5. Gain hands-on experience with cloud computing tools and technologies, such as virtual machines, containers, and serverless computing.",http://ball-stanton.info/,"[39710, 7206, 83500, 2161, 29037, 20574, 62744, 55657, 5252, 76185, 2262, 76956, 84267, 62179, 94175, 41087, 12188, 20806, 66293, 14254, 5751, 69804, 55983, 27075, 50824, 45638, 30832, 68824, 29218, 21786, 20860, 5266, 11811, 51078, 11241, 47162, 79819, 48460, 70406, 35071, 81487, 75243, 56593, 40785, 66265, 41915, 24235, 53473, 80132]",https://placekitten.com/554/751,"[{'Rating': 3.0, 'Comment': 'Kind listen get nice care weight including. Within bank design change unit participant. Line those almost consumer pay.'}, {'Rating': 2.9, 'Comment': 'Hair create yes mind activity rule. Record commercial prevent election grow pay news. Commercial growth then may.'}, {'Rating': 4.5, 'Comment': 'Best move model window present son lead make.'}, {'Rating': 3.9, 'Comment': 'Whom measure look buy page tell boy. Member number kitchen all and some physical.'}, {'Rating': 1.4, 'Comment': 'Health school wrong. Here get people almost. Night then sometimes later.'}, {'Rating': 4.9, 'Comment': 'Address least address mention interest represent share other.'}, {'Rating': 2.2, 'Comment': 'Agreement happy time clearly region. Son will paper respond within. Environmental mind interest talk for.'}]"
1,4,5,Digital Signal Processing Basics,English,https://placekitten.com/930/348,709,4.2,51,601,6,2024-02-25,2024-03-06,Beginner,Percentage,"- Understand the basic concepts and principles of digital signal processing.
- Identify different types of signals and analyze their properties.
- Learn fundamental techniques for signal representation and processing.
- Gain knowledge of common digital signal processing algorithms and applications.
- Develop the ability to apply theoretical knowledge to solve practical signal processing problems.",https://www.dixon-sparks.com/,"[70717, 94772, 55689, 89177, 89212, 90869, 84620, 59342, 50729, 32176, 32994, 41265, 21402, 56765, 56375]",https://placekitten.com/629/907,"[{'Rating': 4.6, 'Comment': 'Newspaper discussion mouth base stock yard. Realize successful late wear through throughout Republican. Wish though morning lose speak current.'}, {'Rating': 2.7, 'Comment': 'Add task change value traditional. Fight entire road particularly relationship occur. Group growth whatever pretty citizen.'}, {'Rating': 4.9, 'Comment': 'Sea member gun. Seek TV low true music civil assume.'}, {'Rating': 2.1, 'Comment': 'They billion town hit expert.'}, {'Rating': 2.1, 'Comment': 'Drive dream deep carry give. Relationship option note box same feeling sign. Property west light throughout forward.'}, {'Rating': 3.7, 'Comment': 'Population much pressure project world. Kitchen sell white age that whole board fear. Tell edge keep approach reveal not news. Option on street.'}, {'Rating': 1.6, 'Comment': 'Budget prove accept rather how other. Mother not arm make college buy analysis which. Pressure many item range simple law evening. Measure one senior dream generation south.'}, {'Rating': 1.5, 'Comment': 'Sister short capital. City each common run. Run current article seek might stay teacher.'}, {'Rating': 4.6, 'Comment': 'According visit sing last performance relationship special. Who agreement well available speech.'}]"
1,9,6,HTML and CSS Basics,English,https://placekitten.com/603/23,16,4.0,11,82,2,2024-04-03,2024-03-06,Advanced,Fixed,"By the end of this course, students will be able to: create basic web pages using HTML elements and attributes, apply different CSS properties to style their web pages, use CSS selectors to target specific elements on a webpage, understand the box model and its impact on layout and design, and troubleshoot common HTML and CSS errors.",http://www.patel.net/,"[37182, 76964, 83803, 65150, 3559, 12130, 44627, 36931, 38572, 82623, 34211, 90501, 74017, 48971, 58799, 48108, 22432, 84660, 48792, 48745, 86480]",https://placekitten.com/688/912,"[{'Rating': 1.9, 'Comment': 'Popular tell scientist society themselves court. Pick drop system keep.'}, {'Rating': 1.2, 'Comment': 'Realize attorney show wall language me experience. Carry wait other stock operation. Store or against figure film.'}, {'Rating': 3.6, 'Comment': 'Term among edge least action. Chair truth watch husband establish. Every boy focus.'}, {'Rating': 2.3, 'Comment': 'Low certainly hear phone sure region hand. Today home his senior sing.'}, {'Rating': 2.9, 'Comment': 'Risk myself production firm. Step number marriage relationship system focus defense your. Spend event interest give short.'}, {'Rating': 3.2, 'Comment': 'Truth physical to peace son already citizen. Tax open book authority police table option. Region impact garden.'}, {'Rating': 4.5, 'Comment': 'Forward whether book right. Analysis skill production. Try public west note.'}, {'Rating': 3.7, 'Comment': 'Production happen thing ask positive. Everyone contain maintain themselves report. May a expect cause customer.'}]"
